id,name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
DHKZ6,Calgary Int'l CS,CA,AB,71393,,51.11,-114.0,1082.0,America/Edmonton,2020-01-01,2022-12-14,2000-01-01,2022-12-13,2000-01-01,2022-01-01,325375.93607224507
71877,Calgary International Airport,CA,AB,71877,CYYC,51.12,-114.01,1099.0,America/Edmonton,1955-07-02,2024-09-22,1957-01-02,2024-04-28,1957-01-01,2022-01-01,326685.1005997878
71009,Beiseker AGCM,CA,AB,71009,CPBE,51.38,-113.36,896.0,America/Edmonton,2007-11-24,2024-07-02,2007-05-01,2024-04-28,2007-01-01,2022-01-01,327721.2444987804
KBZN0,Bozeman / Belgrade Village Mobile Home Park,US,MT,,KBZN,45.7776,-111.152,1363.0,America/Denver,1973-01-01,2024-09-22,1973-01-01,2022-04-24,1999-01-01,2022-01-01,328159.5173087217
O2NL7,Stewart Valley,CA,SK,,,50.6,-107.8,727.0,America/Swift_Current,,,2000-01-01,2022-12-13,2000-01-01,2016-01-01,330549.32657194743
U24O6,Wasa,CA,BC,,,49.81,-115.63,970.0,America/Edmonton,,,2000-01-01,2017-12-04,2000-01-01,2017-01-01,332055.26034756453
71235,Cop Upper,CA,AB,71235,CWDU,51.08,-114.22,1235.0,America/Edmonton,1993-06-07,2024-07-16,1993-06-07,2024-04-28,1993-01-01,2022-01-01,332148.9654788504
71880,Cranbrook Airport,CA,BC,71880,CYXC,49.61,-115.78,940.0,America/Edmonton,1977-07-01,2024-09-22,1968-03-01,2022-12-11,1968-01-01,2022-01-01,335650.0050850594
3Y77A,Cranbrook Airport,CA,BC,71660,,49.62,-115.79,927.0,America/Edmonton,2020-01-01,2022-12-14,2013-11-14,2022-12-11,2013-01-01,2022-01-01,336640.3845945914
71240,Esther 1,CA,AB,71240,CWGY,51.67,-110.21,707.0,America/Edmonton,1993-06-07,2024-09-22,1993-06-07,2024-04-28,1993-01-01,2022-01-01,337596.3921779812
EFM8T,Morrin Agdm,CA,AB,71257,,51.66,-112.68,836.0,America/Edmonton,2020-01-01,2022-12-14,2002-11-01,2024-04-03,2003-01-01,2022-01-01,339468.96603857697
71793,Hemaruka AGCM,CA,AB,71793,CPHE,51.78,-111.21,780.0,America/Edmonton,2008-04-01,2024-07-19,2007-09-01,2024-04-28,2007-01-01,2022-01-01,339850.73238358984
71860,Calgary / Cochrane,CA,AB,71860,CYBW,51.1,-114.3667,1200.0,America/Edmonton,2003-03-30,2024-09-22,2012-08-09,2022-04-24,2015-01-01,2022-01-01,340404.10010464163
49HYF,Big Timber Airport,US,MT,,K6S0,45.8065,-109.9783,1369.0,America/Denver,2022-05-06,2024-09-22,,,,,340992.08110833965
A4Y76,Calgary Springbank Airport,CA,AB,,,51.11,-114.37,1201.0,America/Edmonton,2020-01-01,2022-12-14,2018-10-29,2022-12-12,2018-01-01,2022-01-01,341401.6020379984
KLVM0,Livingston / Urback Place,US,MT,,KLVM,45.6994,-110.4483,1420.0,America/Denver,1973-01-01,2024-09-22,1973-01-01,2022-04-24,2000-01-01,2021-01-01,343507.9150388579
J893H,Ravalli County Airport,US,MT,,KHRF,46.2546,-114.1246,1110.0,America/Denver,2022-04-23,2024-09-22,2022-04-23,2022-04-25,,,344126.19765439676
LU2B0,Craigmyle,CA,AB,,,51.77,-112.28,846.0,America/Edmonton,,,2000-01-01,2018-09-27,2000-01-01,2018-01-01,344742.9841992367
71413,Spondin AGCM,CA,AB,71413,CPSP,51.82,-111.68,804.0,America/Edmonton,1982-01-02,2024-07-17,1983-07-10,2024-04-28,2007-01-01,2022-01-01,344844.56146691064
BUBZJ,Craigmyle AGCM,CA,AB,71013,,51.78,-112.25,845.0,America/Edmonton,2020-01-01,2022-12-14,2007-08-01,2022-12-11,2007-01-01,2022-01-01,345439.47087465384
71129,Kindersley Airport,CA,SK,71129,CYKY,51.52,-109.18,694.0,America/Swift_Current,1958-07-01,2024-09-22,1984-09-01,2022-12-11,1984-01-01,2022-01-01,347587.01268795674
7XKBA,Kindersley Airport,CA,SK,,,51.52,-109.18,694.0,America/Regina,2020-01-01,2022-12-15,2018-10-29,2022-12-12,2018-01-01,2022-01-01,347587.01268795674
EQZKJ,Kananaskis Pocaterra,CA,AB,,,50.71,-115.12,1610.0,America/Edmonton,,,2000-01-01,2018-07-04,2000-01-01,2007-01-01,348597.74531138537
B20FC,Kimberley Pcc,CA,BC,,,49.63,-115.96,889.0,America/Edmonton,,,2000-01-01,2022-12-12,2000-01-01,2007-01-01,348746.58245857165
KMLP0,Mullan Pass / Borax (Historical),US,ID,,KMLP,47.45,-115.6667,1837.0,America/Denver,1999-01-14,2024-09-22,1999-01-17,2022-04-24,2005-01-01,2022-01-01,349486.4746435318
71495,Nier Agdm,CA,AB,71495,CNNR,51.37,-114.1,1145.0,America/Edmonton,2004-09-21,2024-04-12,2004-09-22,2024-04-11,2005-01-01,2022-01-01,352950.82712752034
72768,Glasgow International Airport,US,MT,72768,KGGW,48.2167,-106.6167,699.0,America/Denver,1942-12-10,2024-09-22,1942-12-10,2024-12-30,1943-01-01,2022-01-01,354552.56983745686
3YPXV,Bickleigh,CA,SK,,,51.29,-108.41,676.0,America/Swift_Current,,,2000-01-01,2021-09-26,2000-01-01,2021-01-01,354808.5672025216
71223,Consort Agdm,CA,AB,71223,CXCS,51.94,-110.71,772.0,America/Edmonton,2004-08-24,2024-06-03,2002-11-01,2024-04-28,2003-01-01,2022-01-01,360471.72507691896
71035,Linden AGCM,CA,AB,71035,CPLA,51.62,-113.66,914.0,America/Edmonton,2008-01-09,2024-07-02,2007-09-01,2024-04-28,2007-01-01,2022-01-01,360946.4824425036
JLSM9,Kirriemuir AGCM,CA,AB,,,51.91,-110.36,711.0,America/Edmonton,2020-01-01,2022-12-14,2018-05-14,2022-12-11,2018-01-01,2022-01-01,361238.6362998206
K65S0,Bonners Ferry / Threemile Corner,US,ID,,K65S,48.726,-116.2952,712.0,America/Los_Angeles,2011-01-18,2024-09-22,2011-01-19,2022-03-07,2011-01-01,2021-01-01,361553.82049197546
V83LW,Ruby Valley Field Airport,US,MT,,KRVF,45.5354,-112.3023,1459.0,America/Denver,2022-04-23,2024-09-22,2022-04-23,2022-04-25,,,361701.89105937333
KJDN0,Jordan,US,MT,,KJDN,47.3287,-106.9527,811.0,America/Denver,2006-04-02,2024-09-22,2020-01-17,2022-04-24,,,362956.5623597052
71249,Three Hills,CA,AB,71249,CWHI,51.77,-113.21,857.0,America/Edmonton,1993-06-07,2024-05-14,1993-06-07,2024-04-28,1993-01-01,2022-01-01,363050.7394956216
02FNZ,Kananaskis,CA,AB,,,51.03,-115.03,1391.0,America/Edmonton,,,2000-01-01,2022-11-22,2000-01-01,2022-01-01,366843.30347436556
71245,Nakiska Ridgetop,CA,AB,71245,CWNR,50.94,-115.19,2543.0,America/Edmonton,1994-03-03,2024-07-16,1994-03-22,2024-04-28,1996-01-01,2021-01-01,368557.857337244
7YPWS,Fleet AGCM,CA,AB,,,52.04,-111.81,823.0,America/Edmonton,2020-01-01,2022-12-14,2018-05-14,2022-12-11,2018-01-01,2022-01-01,369926.61126712436
X48KL,Wildcat Hills,CA,AB,,,51.27,-114.72,1268.0,America/Edmonton,,,2004-12-06,2016-07-02,2005-01-01,2016-01-01,370819.68008368637
C4X41,Monitor,CA,AB,,,52.02,-110.55,732.0,America/Edmonton,,,2000-01-01,2022-12-12,2000-01-01,2022-01-01,370886.1167577427
71873,Coronation Marine Aviation Reporting Station,CA,AB,71873,CYCT,52.0667,-111.45,791.0,America/Edmonton,1955-07-02,2005-08-30,,,,,371599.62996604806
71232,Bow Valley,CA,AB,71232,CWXA,51.08,-115.07,1298.0,America/Edmonton,1993-06-07,2024-09-22,1993-06-07,2024-04-28,1994-01-01,2022-01-01,372681.2490141572
GIRXO,Beechy,CA,SK,,,50.83,-107.31,660.0,America/Swift_Current,,,2000-01-01,2022-12-13,2000-01-01,2021-01-01,373488.4169110912
HYJ40,Lister,CA,BC,,,49.03,-116.46,660.0,America/Creston,,,2000-01-01,2017-12-31,2000-01-01,2017-01-01,374040.5569597287
71770,Creston Campbell Scientific,CA,BC,71770,CWJR,49.08,-116.5,641.0,America/Creston,1995-04-23,2024-09-22,1993-05-01,2024-04-28,1993-01-01,2022-01-01,377305.0671106629
71011,Big Valley AGCM,CA,AB,71011,CPBV,52.0,-112.8,870.0,America/Edmonton,2007-11-24,2024-04-24,2007-09-11,2024-04-23,2007-01-01,2022-01-01,378068.4031524118
U882D,Gooseberry Lake AGCM,CA,AB,,,52.11,-110.8,740.0,America/Edmonton,2020-01-01,2022-12-14,2018-05-14,2022-12-11,2018-01-01,2022-01-01,378487.6194975639
VQC4J,Creston,CA,BC,,,49.1,-116.52,610.0,America/Creston,,,2000-01-01,2017-12-31,2000-01-01,2017-01-01,378920.8728370961
71792,Halkirk AGCM,CA,AB,71792,CPHA,52.12,-112.16,843.0,America/Edmonton,2008-04-01,2024-07-19,2007-09-05,2024-04-28,2007-01-01,2022-01-01,381646.9170469509
KEKS0,Ennis / Cameron,US,MT,,KEKS,45.2744,-111.6489,1653.0,America/Denver,2020-01-14,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,384319.6379360061
KSZT0,Sandpoint / Ponderay,US,ID,,KSZT,48.2995,-116.5601,650.0,America/Los_Angeles,2006-01-01,2024-09-22,2006-01-02,2022-04-24,2010-01-01,2022-01-01,385500.9953590252
72677,Logan International Airport,US,MT,72677,KBIL,45.8167,-108.55,1112.0,America/Denver,1935-05-01,2024-09-22,1935-05-01,2024-12-30,1935-01-01,2022-01-01,386869.9484109229
7ACF6,Red Deer Overlap,CA,AB,,,52.18,-112.11,905.0,America/Edmonton,,,2018-03-05,2021-05-05,2018-01-01,2020-01-01,387745.18617196707
71214,Bodo Agdm,CA,AB,71214,CXBA,52.12,-110.1,687.0,America/Edmonton,2004-08-24,2024-06-03,2002-11-01,2024-04-28,2003-01-01,2022-01-01,387958.31973590766
71258,Olds Agdm,CA,AB,71258,CXOL,51.76,-114.08,1046.0,America/Edmonton,2004-08-24,2024-04-12,2002-11-01,2024-04-11,2003-01-01,2022-01-01,388702.6511530447
7QWEU,Laurel Municipal Airport,US,MT,,K6S8,45.7052,-108.7608,1072.0,America/Denver,2022-05-06,2024-06-17,,,,,389132.4371704684
71455,Lucky Lake,CA,SK,71455,CWLE,50.95,-107.15,665.0,America/Swift_Current,1991-01-08,2024-09-22,1991-01-11,2024-04-28,1993-01-01,2022-01-01,390511.8632918025
EWZQK,Wimborne AGCM,CA,AB,71904,,51.94,-113.59,940.0,America/Edmonton,2020-01-01,2022-12-14,2007-09-01,2022-12-11,2007-01-01,2022-01-01,390740.0198550448
7S1L1,Olds,CA,AB,,,51.78,-114.1,1040.0,America/Edmonton,,,2000-01-01,2015-06-18,2000-01-01,2014-01-01,391317.58709864755
72770,Dillon / Bishop Place,US,MT,72770,KDLN,45.2554,-112.5525,1599.0,America/Denver,1973-01-01,2024-09-22,1940-01-01,2024-12-30,1940-01-01,2022-01-01,396185.6133749687
71135,Rockglen,CA,SK,71135,CWKO,49.17,-105.98,917.0,America/Regina,1977-07-01,2024-09-22,1970-12-09,2024-04-28,1971-01-01,2022-01-01,396281.96203487884
71796,Kessler AGCM,CA,AB,71796,CPKA,52.29,-111.11,720.0,America/Edmonton,2020-01-01,2022-12-14,2007-09-01,2024-04-28,2007-01-01,2022-01-01,396791.1658868403
TB4ZN,Kootenay Np West Gate,CA,BC,,,50.63,-116.06,935.0,America/Edmonton,,,2000-01-01,2022-09-11,2000-01-01,2020-01-01,398590.72620696516
2F49I,Rock Point,CA,SK,,,51.15,-107.26,725.0,America/Swift_Current,,,2000-01-01,2023-04-01,2000-01-01,2022-01-01,398655.29524295876
71510,Rosetown East,CA,SK,71510,CWRJ,51.57,-107.92,586.0,America/Swift_Current,1991-09-11,2024-09-22,1991-11-02,2024-04-28,1993-01-01,2022-01-01,400311.6198628908
71006,Alliance AGCM,CA,AB,71006,CPAA,52.32,-111.78,737.0,America/Edmonton,2007-11-24,2024-07-02,2007-05-01,2024-04-28,2007-01-01,2022-01-01,400788.729727165
71014,Delburne AGCM,CA,AB,71014,CPDA,52.18,-113.18,889.0,America/Edmonton,2008-04-01,2024-06-04,2007-09-01,2024-04-28,2007-01-01,2022-01-01,405031.51310540887
71012,Cadogan AGCM,CA,AB,71012,CPCA,52.33,-110.51,690.0,America/Edmonton,2007-11-24,2024-07-02,2007-09-11,2024-04-28,2007-01-01,2022-01-01,405354.4691661074
71122,Banff,CA,AB,71122,,51.19,-115.55,1397.0,America/Edmonton,1955-07-02,2024-07-02,1995-04-01,2024-04-28,1995-01-01,2022-01-01,405753.7893297617
71487,Assiniboia Airport,CA,SK,71487,CWJI,49.73,-105.95,726.0,America/Regina,1991-09-11,2024-09-22,1991-10-28,2024-04-28,1993-01-01,2022-01-01,408695.8467422026
71289,Stettler Agdm,CA,AB,71289,CXAK,52.35,-112.6,795.0,America/Edmonton,2004-07-13,2024-05-10,2003-01-01,2024-05-09,2003-01-01,2022-01-01,412373.51163342496
6VENF,Macklin,CA,SK,,,52.33,-109.95,671.0,America/Swift_Current,,,2007-05-01,2018-12-02,2007-01-01,2014-01-01,413102.86423421407
71248,Sundre Airport,CA,AB,71248,CWAV,51.78,-114.68,1114.0,America/Edmonton,1993-06-07,2024-09-22,1993-06-07,2024-04-28,1993-01-01,2022-01-01,413326.0533917827
KCOE0,Coeur D'alene / Hayden,US,ID,,KCOE,47.7743,-116.8196,707.0,America/Los_Angeles,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,417364.45443935535
3IPGR,Forestburg Plant Site,CA,AB,,,52.47,-112.12,663.0,America/Edmonton,,,2000-01-01,2020-06-29,2000-01-01,2020-01-01,419783.1122095178
7AW70,Kaslo,CA,BC,,,49.91,-116.92,600.0,America/Vancouver,,,2000-01-01,2018-09-13,2000-01-01,2018-01-01,423511.95605101157
71878,Red Deer Regional Airport,CA,AB,71878,CYQF,52.18,-113.89,905.0,America/Edmonton,1955-07-02,2024-09-22,1938-02-03,2022-12-12,1938-01-01,2022-01-01,423635.1916017293
W6ZWV,Donalda South,CA,AB,,,52.52,-112.35,742.0,America/Edmonton,,,2000-08-01,2016-06-12,2000-01-01,2016-01-01,427624.473185144
KP690,Lowell,US,ID,,KP69,46.1442,-115.5964,451.0,America/Los_Angeles,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2021-01-01,428423.79193833156
71674,Forestburg AGCM,CA,AB,71674,CPFO,52.55,-112.12,721.0,America/Edmonton,2007-11-24,2024-05-09,2007-06-27,2024-04-28,2007-01-01,2022-01-01,428602.50853682164
71010,Bellshill AGCM,CA,AB,71010,CPBL,52.58,-111.47,721.0,America/Edmonton,2007-10-16,2024-07-02,2007-06-27,2024-04-28,2007-01-01,2018-01-01,428690.9765235058
OJ8NK,Coronach,CA,SK,,,49.12,-105.52,773.0,America/Regina,,,2000-01-01,2018-04-22,2000-01-01,2018-01-01,429218.4822813776
8QNLN,Cutbank,CA,SK,,,51.29,-106.85,575.0,America/Regina,,,2008-09-06,2020-08-26,,,430497.9754686233
71794,Hughenden AGCM,CA,AB,71794,CPHU,52.58,-110.78,703.0,America/Edmonton,2008-07-21,2024-05-14,2007-09-01,2024-04-28,2007-01-01,2022-01-01,430604.93260362063
71516,Coronach Spc,CA,SK,71516,CWAQ,49.05,-105.48,756.0,America/Regina,1996-05-01,2024-09-22,1980-12-01,2024-04-28,1980-01-01,2022-01-01,431704.09988405654
KOLF0,Wolf Point / Pleasant Valley (Historical),US,MT,,KOLF,48.0945,-105.5751,606.0,America/Denver,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,432984.55817398493
J5D8P,Big Horn County Airport,US,MT,,K00U,45.7444,-107.6604,922.0,America/Denver,2022-05-06,2024-09-22,,,,,433604.9625378947
71551,Outlook Pfra,CA,SK,71551,CWYE,51.48,-107.05,541.0,America/Swift_Current,1996-11-01,2024-07-18,1952-05-01,2024-09-03,1952-01-01,2022-01-01,434085.19159769453
71450,Elbow CS,CA,SK,71450,CWOK,51.13,-106.58,595.0,America/Regina,1981-01-01,2024-07-17,1973-01-01,2024-04-28,1973-01-01,2022-01-01,434401.0494719581
I1S9K,Nelson Ne,CA,BC,,,49.59,-117.21,570.0,America/Vancouver,,,2000-01-01,2022-12-06,2000-01-01,2022-01-01,435642.20424039976
71089,Ribstone South AGCM,CA,AB,71089,CPRS,52.59,-110.34,644.0,America/Edmonton,2008-04-01,2024-05-14,2007-09-01,2024-04-28,2008-01-01,2022-01-01,435762.2062299133
UBIPQ,Duncan Lake Dam,CA,BC,,,50.24,-116.97,549.0,America/Vancouver,,,2000-01-01,2022-12-13,2000-01-01,2022-01-01,438384.53529764403
A2E3H,Elbow 2 Ne,CA,SK,,,51.17,-106.55,605.0,America/Regina,,,2000-01-01,2021-07-26,2000-01-01,2021-01-01,438719.3548144353
71776,Nelson CS,CA,BC,71776,CWNM,49.49,-117.31,535.0,America/Vancouver,1995-04-23,2024-09-22,1992-11-01,2024-04-28,1992-01-01,2022-01-01,440883.26751508284
71353,Prentiss,CA,AB,71353,CZPS,52.43,-113.6,965.0,America/Edmonton,2004-06-08,2024-08-01,2003-06-09,2024-04-28,2003-01-01,2021-01-01,441081.38175273564
71489,Scott CDA,CA,SK,71489,,52.36,-108.83,660.0,America/Swift_Current,2001-09-16,2024-07-18,1911-05-01,2024-08-03,1911-01-01,2022-01-01,442022.6703368744
72686,Salmon / Baker,US,ID,72686,KSMN,45.1238,-113.8813,1232.0,America/Boise,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2009-01-01,2021-01-01,443647.64732814004
71242,Lacombe CDA 2,CA,AB,71242,CWQQ,52.45,-113.76,860.0,America/Edmonton,1993-06-07,2024-07-16,1993-06-07,2024-04-27,1993-01-01,2022-01-01,447283.9320401623
QT2RG,Nelson Rixen Creek,CA,BC,,,49.51,-117.4,760.0,America/Vancouver,,,2000-01-01,2022-12-12,2000-01-01,2022-01-01,447648.50607197225
KWYS0,West Yellowstone,US,MT,,KWYS,44.6884,-111.1176,2027.0,America/Denver,2006-06-08,2024-09-22,2010-06-13,2021-11-12,2014-01-01,2021-01-01,449274.74053721543
19P4J,Sedgewick Town,CA,AB,,,52.78,-111.7,663.0,America/Edmonton,,,2000-01-01,2016-08-21,2000-01-01,2016-01-01,451479.5953728912
71864,Moose Jaw Airport,CA,SK,71864,CYMJ,50.33,-105.57,577.0,America/Regina,1955-07-02,2024-09-21,1943-01-01,2022-03-10,1943-01-01,1997-01-01,454584.1834028043
72787,Deer Park / T Bridge Corner,US,WA,72787,,47.9689,-117.4211,654.0,America/Los_Angeles,,,1998-11-01,2024-12-30,1998-01-01,2022-01-01,455241.5320383454
71360,Edgerton AGCM,CA,AB,71360,CPEA,52.78,-110.43,649.0,America/Edmonton,2007-11-24,2024-05-14,2007-06-27,2024-04-28,2007-01-01,2022-01-01,455631.2373878417
71540,Hespero AGCM,CA,AB,71540,CPHR,52.31,-114.49,965.0,America/Edmonton,2008-07-21,2024-04-29,2008-06-06,2024-04-27,2008-01-01,2022-01-01,455631.5445990362
KDEW0,Deer Park,US,WA,,KDEW,47.9667,-117.4333,669.0,America/Los_Angeles,2006-01-01,2024-09-22,2007-02-02,2022-04-24,2007-01-01,2022-01-01,456181.51776336494
UQO82,Moose Jaw Snow,CA,SK,,,50.34,-105.55,569.0,America/Regina,,,2004-10-01,2015-03-31,2004-01-01,2015-01-01,456307.0231571534
KSFF0,Spokane / Yardley,US,WA,,KSFF,47.6828,-117.3226,597.0,America/Los_Angeles,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,456320.90558950003
71539,Moose Jaw CS,CA,SK,71539,CZMJ,50.33,-105.54,577.0,America/Regina,2001-09-16,2024-09-22,1998-06-01,2024-04-28,1998-01-01,2022-01-01,456574.6080086161
71118,Camp Wainwright Airfield 21,CA,AB,,CZWN,52.83,-111.1,689.0,America/Edmonton,2001-09-16,2024-07-02,1995-10-06,2024-04-28,1995-01-01,2022-01-01,456806.3330370122
J319D,New Denver,CA,BC,,,50.0,-117.37,568.0,America/Vancouver,,,2000-01-01,2022-12-07,2000-01-01,2022-01-01,457215.2866305899
Y1RYX,Rosalind AGCM,CA,AB,71202,,52.79,-112.42,712.0,America/Edmonton,2020-01-01,2022-12-14,2007-09-01,2022-12-11,2007-01-01,2022-01-01,458013.2014363542
71673,Ferintosh AGCM,CA,AB,71673,CPFA,52.74,-112.86,795.0,America/Edmonton,2008-04-01,2024-05-27,2007-09-01,2024-04-28,2007-01-01,2022-01-01,458618.63497355935
71228,Killam Agdm,CA,AB,71228,CXKM,52.85,-111.87,674.0,America/Edmonton,2004-08-24,2024-09-22,2002-12-09,2024-04-28,2003-01-01,2022-01-01,460017.20082245464
IS6IV,Yoho Np Ohara Lake,CA,BC,,,51.36,-116.34,2025.0,America/Edmonton,,,2000-02-01,2021-08-25,2000-01-01,2019-01-01,460294.3618047589
71884,Castlegar Airport,CA,BC,,CYCG,49.3,-117.6333,495.0,America/Vancouver,1977-07-01,2024-09-22,1977-07-02,2024-04-28,2012-01-01,2022-01-01,461446.2672529616
KPO10,Poplar,US,MT,,KPO1,48.1344,-105.1621,621.0,America/Denver,2020-03-31,2024-09-22,2020-03-31,2022-03-30,2020-01-01,2022-01-01,462240.63868696283
71786,Yoho Park,CA,BC,71786,CWYL,51.44,-116.34,1602.0,America/Edmonton,1996-05-01,2024-08-25,1992-11-01,2024-04-28,1992-01-01,2022-01-01,465773.25957393856
71401,Warfield RCS,CA,BC,71401,CXWF,49.11,-117.74,567.0,America/Vancouver,2004-08-23,2024-07-17,2001-11-26,2024-12-28,2001-01-01,2022-01-01,467627.34638286056
KP600,Yellowstone / Lake,US,WY,,KP60,44.55,-110.4167,2368.0,America/Denver,1979-03-22,2024-09-22,1980-11-10,2022-03-15,2001-01-01,2021-01-01,469871.5178717484
KPOY0,Powell,US,WY,,KPOY,44.8672,-108.7934,1553.0,America/Denver,2014-07-07,2024-09-22,2014-07-08,2022-04-24,2015-01-01,2022-01-01,471488.06491010723
4Q4CU,Castlegar Bchpa Dam,CA,BC,,,49.34,-117.77,435.0,America/Vancouver,,,2003-07-01,2022-12-13,2003-01-01,2022-01-01,471749.7418325792
U6MDE,Fabyan,CA,AB,,,52.97,-111.0,698.0,America/Edmonton,,,2000-01-01,2022-12-10,2000-01-01,2022-01-01,472687.97639262397
KGIC0,Grangeville,US,ID,,KGIC,45.9426,-116.1234,1010.0,America/Los_Angeles,2011-03-25,2024-09-22,2011-03-26,2022-04-24,2014-01-01,2022-01-01,473452.16809644824
3CB36,Sonningdale,CA,SK,,,52.32,-107.77,716.0,America/Swift_Current,,,2000-01-01,2024-08-12,2000-01-01,2022-01-01,473547.399645142
72785,Spokane International Airport,US,WA,72785,KGEG,47.6167,-117.5333,723.0,America/Los_Angeles,1941-08-11,2024-09-22,1889-08-01,2024-12-30,1889-01-01,2022-01-01,473569.2885556958
OA279,Yoho Np Emerald Lake,CA,BC,,,51.43,-116.54,1280.0,America/Edmonton,,,2000-01-01,2017-04-09,2000-01-01,2016-01-01,476046.4650973309
WMOEI,Buffalo Pound Lake,CA,SK,,,50.55,-105.38,588.0,America/Regina,,,2000-01-01,2022-12-14,2000-01-01,2022-01-01,476194.8686810148
71136,"Vanscoy Upper-Air, Sask",CA,BC,,CVOT,52.0167,-107.0333,0.0,America/Swift_Current,2004-09-24,2024-07-02,2012-01-09,2024-04-28,2012-01-01,2022-01-01,477676.2967368069
71565,Leedale Agdm,CA,AB,71565,CNLB,52.55,-114.47,947.0,America/Edmonton,2005-03-22,2024-06-05,2005-02-25,2024-04-28,2005-01-01,2022-01-01,478235.1668687042
RW5H0,Gladstone AGCM,CA,AB,,,52.99,-112.28,704.0,America/Edmonton,2020-01-01,2022-12-14,2018-05-14,2022-12-11,2018-01-01,2022-01-01,478533.1707188716
KU680,Cowley/Lovell/Byron,US,WY,,KU68,44.9117,-108.4455,1248.0,America/Denver,2020-01-14,2024-09-22,2020-01-14,2022-04-24,2020-01-01,2022-01-01,478635.0679277139
WFP04,Colville Municipal Airport,US,WA,,K63S,48.5442,-117.8835,571.0,America/Los_Angeles,2022-05-06,2024-09-22,,,,,479261.10032701114
71380,Crestomere AGCM,CA,AB,71380,CPCC,52.73,-113.9,855.0,America/Edmonton,2008-07-21,2024-05-09,2008-06-06,2024-04-28,2008-01-01,2022-01-01,479640.17874848004
8RE84,Camrose 2,CA,AB,,,52.95,-112.8,738.0,America/Edmonton,,,2000-01-01,2016-06-01,2000-01-01,2012-01-01,480424.91696855566
71928,Rocky Mtn House,CA,AB,71928,CYRM,52.42,-114.91,988.0,America/Edmonton,1979-06-04,2022-12-14,1988-02-02,2024-04-28,1995-01-01,2022-01-01,480957.76914620097
IWZU0,Kinsella Researc Station,CA,AB,,,53.05,-111.55,701.0,America/Edmonton,2020-01-01,2022-12-14,2018-05-14,2022-12-11,2018-01-01,2022-01-01,481063.2247313947
KSKA0,Spokane / Fairchild Air Force Base,US,WA,,KSKA,47.6151,-117.6558,750.0,America/Los_Angeles,1940-04-01,2024-09-22,1940-04-02,2022-04-24,1940-01-01,2021-01-01,482390.76132867794
KPUW0,Pullman / Sunshine,US,WA,,KPUW,46.7439,-117.1096,779.0,America/Los_Angeles,2006-01-01,2024-09-22,2006-01-01,2022-04-24,2006-01-01,2022-01-01,482618.9487918622
MPQK7,Dakota West,CA,AB,,,52.75,-113.95,865.0,America/Edmonton,,,2000-01-01,2016-03-20,2000-01-01,2015-01-01,483001.54388017824
74230,Miles City,US,MT,74230,KMLS,46.4333,-105.8833,801.0,America/Denver,1984-01-01,2024-09-22,1937-01-16,2024-09-15,1937-01-01,2022-01-01,483589.85618585616
EZ3MP,Rivercourse AGCM,CA,AB,71102,,53.02,-110.1,669.0,America/Edmonton,2020-01-01,2022-12-14,2007-06-27,2022-12-11,2007-01-01,2022-01-01,485715.00359761296
71791,Gilt Edge North AGCM,CA,AB,71791,CPGE,53.07,-110.62,647.0,America/Edmonton,2007-11-24,2024-05-15,2007-06-27,2024-04-28,2007-01-01,2022-01-01,485924.724853497
71005,Albert Hall AGCM,CA,AB,71005,CPAH,53.11,-111.18,658.0,America/Edmonton,2007-11-24,2024-07-02,2007-05-01,2024-04-28,2007-01-01,2022-01-01,487733.3455922259
MNKHQ,Holden South,CA,AB,,,53.08,-112.27,709.0,America/Edmonton,,,2000-01-01,2018-08-08,2000-01-01,2018-01-01,488352.3428899173
71613,Bethune / Disley,CA,SK,,CXBE,50.5711,-105.1827,579.0,America/Regina,,,,,2019-01-01,2021-01-01,489960.952130604
71254,Camrose,CA,AB,71254,CWRV,53.05,-112.82,739.0,America/Edmonton,1994-01-01,2024-07-16,1946-03-01,2024-04-28,1946-01-01,2022-01-01,491568.4550091981
71173,Golden Airport,CA,BC,71173,CYGE,51.3,-116.98,785.0,America/Edmonton,1999-01-14,2024-09-22,1902-04-01,2024-04-24,1902-01-01,2022-01-01,492659.9885780409
3PTIV,Golden Airport,CA,BC,71905,,51.3,-116.98,785.0,America/Edmonton,2020-01-01,2022-12-15,2015-11-27,2022-12-12,1999-01-01,2022-01-01,492659.9885780409
JNQ45,Wetaskiwin AGCM,CA,AB,71895,,52.98,-113.44,774.0,America/Edmonton,2020-01-01,2022-12-14,2007-09-01,2022-12-11,2007-01-01,2022-01-01,494960.25177745253
